"participant","age","age_bin","education","sex","subject","scenario","fitted_model","summed_nLL","rounds"
62,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",62,"Memory","full",622.812314905414,7
62,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",62,"Memory","GP",576.259481787179,7
62,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",62,"Memory","recency",595.283704828446,7
62,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",62,"Memory","surprise+",577.244868094839,7
62,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",62,"Memory","surprise+_static",1785.93478028441,21
62,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",62,"NoMemory","full",624.023560494981,7
62,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",62,"NoMemory","GP",653.073869245978,7
62,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",62,"NoMemory","recency",623.82571441362,7
62,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",62,"NoMemory","surprise+",657.702190503458,7
62,23,"18-27","Undergraduate degree (BA/BSc/other)","Male",62,"NoMemory","surprise+_static",1913.50946925819,21
63,62,"58-67","Doctorate degree (PhD/other)","Female",63,"Memory","full",596.088841074318,7
63,62,"58-67","Doctorate degree (PhD/other)","Female",63,"Memory","GP",538.364174170991,7
63,62,"58-67","Doctorate degree (PhD/other)","Female",63,"Memory","recency",537.459756548674,7
63,62,"58-67","Doctorate degree (PhD/other)","Female",63,"Memory","surprise+",580.897935654886,7
63,62,"58-67","Doctorate degree (PhD/other)","Female",63,"Memory","surprise+_static",1746.08841553437,21
63,62,"58-67","Doctorate degree (PhD/other)","Female",63,"NoMemory","full",554.692339468842,7
63,62,"58-67","Doctorate degree (PhD/other)","Female",63,"NoMemory","GP",569.969557668594,7
63,62,"58-67","Doctorate degree (PhD/other)","Female",63,"NoMemory","recency",569.421167803718,7
63,62,"58-67","Doctorate degree (PhD/other)","Female",63,"NoMemory","surprise+",565.300692414403,7
63,62,"58-67","Doctorate degree (PhD/other)","Female",63,"NoMemory","surprise+_static",1694.10596814732,21
64,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",64,"Memory","full",567.805543024695,7
64,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",64,"Memory","GP",693.273722186446,7
64,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",64,"Memory","recency",565.924621410238,7
64,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",64,"Memory","surprise+",684.724017656477,7
64,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",64,"Memory","surprise+_static",1930.51169981908,21
64,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",64,"NoMemory","full",533.631959504594,7
64,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",64,"NoMemory","GP",659.560553349822,7
64,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",64,"NoMemory","recency",528.762508474338,7
64,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",64,"NoMemory","surprise+",621.61046237785,7
64,38,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",64,"NoMemory","surprise+_static",1795.28839609247,21
65,33,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",65,"Memory","full",600.722369679454,7
65,33,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",65,"Memory","GP",650.14883310453,7
65,33,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",65,"Memory","recency",660.141552104859,7
65,33,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",65,"Memory","surprise+",679.539243971115,7
65,33,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",65,"Memory","surprise+_static",1874.8102991609,21
65,33,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",65,"NoMemory","full",655.214294571936,7
65,33,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",65,"NoMemory","GP",664.961827922398,7
65,33,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",65,"NoMemory","recency",666.019095376656,7
65,33,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",65,"NoMemory","surprise+",666.993490900854,7
65,33,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",65,"NoMemory","surprise+_static",1960.75167049932,21
66,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",66,"Memory","full",533.584744795074,7
66,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",66,"Memory","GP",628.261771045859,7
66,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",66,"Memory","recency",532.283335623004,7
66,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",66,"Memory","surprise+",611.144661751619,7
66,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",66,"Memory","surprise+_static",1818.92309036688,21
66,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",66,"NoMemory","full",487.092987252668,7
66,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",66,"NoMemory","GP",573.925093213595,7
66,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",66,"NoMemory","recency",524.175369951108,7
66,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",66,"NoMemory","surprise+",572.494354507897,7
66,55,"48-57","Undergraduate degree (BA/BSc/other)","Male",66,"NoMemory","surprise+_static",1547.83789547255,21
67,52,"48-57","Secondary education (e.g. GED/GCSE)","Female",67,"Memory","full",680.49348365317,7
67,52,"48-57","Secondary education (e.g. GED/GCSE)","Female",67,"Memory","GP",699.821491613303,7
67,52,"48-57","Secondary education (e.g. GED/GCSE)","Female",67,"Memory","recency",654.455627265955,7
67,52,"48-57","Secondary education (e.g. GED/GCSE)","Female",67,"Memory","surprise+",664.907085146046,7
67,52,"48-57","Secondary education (e.g. GED/GCSE)","Female",67,"Memory","surprise+_static",1970.05907869967,21
67,52,"48-57","Secondary education (e.g. GED/GCSE)","Female",67,"NoMemory","full",720.523779934751,7
67,52,"48-57","Secondary education (e.g. GED/GCSE)","Female",67,"NoMemory","GP",631.535279087739,7
67,52,"48-57","Secondary education (e.g. GED/GCSE)","Female",67,"NoMemory","recency",601.092274331739,7
67,52,"48-57","Secondary education (e.g. GED/GCSE)","Female",67,"NoMemory","surprise+",630.97258202852,7
67,52,"48-57","Secondary education (e.g. GED/GCSE)","Female",67,"NoMemory","surprise+_static",2134.58657000189,21
68,21,"18-27","High school diploma/A-levels","Male",68,"Memory","full",719.96927569627,7
68,21,"18-27","High school diploma/A-levels","Male",68,"Memory","GP",662.283833009598,7
68,21,"18-27","High school diploma/A-levels","Male",68,"Memory","recency",591.176813579226,7
68,21,"18-27","High school diploma/A-levels","Male",68,"Memory","surprise+",680.022926891599,7
68,21,"18-27","High school diploma/A-levels","Male",68,"Memory","surprise+_static",2070.72587207952,21
68,21,"18-27","High school diploma/A-levels","Male",68,"NoMemory","full",587.185286889501,7
68,21,"18-27","High school diploma/A-levels","Male",68,"NoMemory","GP",578.965203182284,7
68,21,"18-27","High school diploma/A-levels","Male",68,"NoMemory","recency",585.765708475201,7
68,21,"18-27","High school diploma/A-levels","Male",68,"NoMemory","surprise+",646.81351421069,7
68,21,"18-27","High school diploma/A-levels","Male",68,"NoMemory","surprise+_static",1869.45425299055,21
69,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",69,"Memory","full",404.718381685855,7
69,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",69,"Memory","GP",397.16708869363,7
69,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",69,"Memory","recency",408.655355556474,7
69,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",69,"Memory","surprise+",395.44148319572,7
69,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",69,"Memory","surprise+_static",1207.14626224785,21
69,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",69,"NoMemory","full",391.026380983183,7
69,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",69,"NoMemory","GP",390.788769218774,7
69,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",69,"NoMemory","recency",389.428475834233,7
69,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",69,"NoMemory","surprise+",394.936674334194,7
69,53,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",69,"NoMemory","surprise+_static",1181.92648094922,21
70,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",70,"Memory","full",331.951659395747,7
70,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",70,"Memory","GP",350.828229277758,7
70,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",70,"Memory","recency",310.896200710663,7
70,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",70,"Memory","surprise+",334.250506415408,7
70,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",70,"Memory","surprise+_static",1025.8852417937,21
70,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",70,"NoMemory","full",308.023174667403,7
70,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",70,"NoMemory","GP",309.738013376712,7
70,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",70,"NoMemory","recency",299.437344112236,7
70,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",70,"NoMemory","surprise+",288.965634029968,7
70,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Female",70,"NoMemory","surprise+_static",874.423833751508,21
71,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Male",71,"Memory","full",642.304702453492,7
71,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Male",71,"Memory","GP",714.681663393907,7
71,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Male",71,"Memory","recency",622.024077031507,7
71,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Male",71,"Memory","surprise+",712.370469853743,7
71,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Male",71,"Memory","surprise+_static",1998.7168276151,21
71,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Male",71,"NoMemory","full",577.605038855017,7
71,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Male",71,"NoMemory","GP",555.963208289937,7
71,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Male",71,"NoMemory","recency",635.955702511085,7
71,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Male",71,"NoMemory","surprise+",607.275317432633,7
71,61,"58-67","Graduate degree (MA/MSc/MPhil/other)","Male",71,"NoMemory","surprise+_static",1801.18160446391,21
72,56,"48-57","Technical/community college","Female",72,"Memory","full",632.643476584302,7
72,56,"48-57","Technical/community college","Female",72,"Memory","GP",621.560276855456,7
72,56,"48-57","Technical/community college","Female",72,"Memory","recency",563.934152845139,7
72,56,"48-57","Technical/community college","Female",72,"Memory","surprise+",643.096566734306,7
72,56,"48-57","Technical/community college","Female",72,"Memory","surprise+_static",1915.16114578723,21
72,56,"48-57","Technical/community college","Female",72,"NoMemory","full",554.888308318792,7
72,56,"48-57","Technical/community college","Female",72,"NoMemory","GP",569.239258345614,7
72,56,"48-57","Technical/community college","Female",72,"NoMemory","recency",554.804362072458,7
72,56,"48-57","Technical/community college","Female",72,"NoMemory","surprise+",563.859548025127,7
72,56,"48-57","Technical/community college","Female",72,"NoMemory","surprise+_static",1689.96134776226,21
73,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",73,"Memory","full",498.542658276279,7
73,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",73,"Memory","GP",486.383074523314,7
73,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",73,"Memory","recency",498.40521966713,7
73,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",73,"Memory","surprise+",488.130335504801,7
73,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",73,"Memory","surprise+_static",1475.69151248129,21
73,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",73,"NoMemory","full",381.029368753529,7
73,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",73,"NoMemory","GP",431.019694406201,7
73,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",73,"NoMemory","recency",383.17707063256,7
73,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",73,"NoMemory","surprise+",417.043309063095,7
73,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",73,"NoMemory","surprise+_static",1114.12249976169,21
74,22,"18-27","High school diploma/A-levels","Male",74,"Memory","full",417.052255439425,7
74,22,"18-27","High school diploma/A-levels","Male",74,"Memory","GP",553.456854586725,7
74,22,"18-27","High school diploma/A-levels","Male",74,"Memory","recency",396.577505985153,7
74,22,"18-27","High school diploma/A-levels","Male",74,"Memory","surprise+",570.642209277462,7
74,22,"18-27","High school diploma/A-levels","Male",74,"Memory","surprise+_static",1598.51128014783,21
74,22,"18-27","High school diploma/A-levels","Male",74,"NoMemory","full",276.726412686378,7
74,22,"18-27","High school diploma/A-levels","Male",74,"NoMemory","GP",263.978879613311,7
74,22,"18-27","High school diploma/A-levels","Male",74,"NoMemory","recency",278.26981292634,7
74,22,"18-27","High school diploma/A-levels","Male",74,"NoMemory","surprise+",289.788926992726,7
74,22,"18-27","High school diploma/A-levels","Male",74,"NoMemory","surprise+_static",913.793371002068,21
75,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",75,"Memory","full",425.084304384076,7
75,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",75,"Memory","GP",430.844056039357,7
75,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",75,"Memory","recency",352.020718814627,7
75,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",75,"Memory","surprise+",380.068250166958,7
75,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",75,"Memory","surprise+_static",1180.24189820825,21
75,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",75,"NoMemory","full",435.180468987507,7
75,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",75,"NoMemory","GP",457.679946745518,7
75,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",75,"NoMemory","recency",386.970456469392,7
75,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",75,"NoMemory","surprise+",402.015796798255,7
75,48,"48-57","Graduate degree (MA/MSc/MPhil/other)","Male",75,"NoMemory","surprise+_static",1259.5235988654,21
76,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",76,"Memory","full",665.176868302261,7
76,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",76,"Memory","GP",604.419936297772,7
76,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",76,"Memory","recency",623.444952921065,7
76,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",76,"Memory","surprise+",723.311181703153,7
76,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",76,"Memory","surprise+_static",2055.02131859719,21
76,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",76,"NoMemory","full",604.841232143929,7
76,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",76,"NoMemory","GP",617.361156314199,7
76,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",76,"NoMemory","recency",633.678305231617,7
76,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",76,"NoMemory","surprise+",683.471149517284,7
76,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",76,"NoMemory","surprise+_static",1935.25003953035,21
77,67,"58-67","Secondary education (e.g. GED/GCSE)","Male",77,"Memory","full",611.603427994643,7
77,67,"58-67","Secondary education (e.g. GED/GCSE)","Male",77,"Memory","GP",726.926836649894,7
77,67,"58-67","Secondary education (e.g. GED/GCSE)","Male",77,"Memory","recency",606.652782641423,7
77,67,"58-67","Secondary education (e.g. GED/GCSE)","Male",77,"Memory","surprise+",729.325334409266,7
77,67,"58-67","Secondary education (e.g. GED/GCSE)","Male",77,"Memory","surprise+_static",2050.3190088371,21
77,67,"58-67","Secondary education (e.g. GED/GCSE)","Male",77,"NoMemory","full",598.220940953832,7
77,67,"58-67","Secondary education (e.g. GED/GCSE)","Male",77,"NoMemory","GP",658.196783442173,7
77,67,"58-67","Secondary education (e.g. GED/GCSE)","Male",77,"NoMemory","recency",602.56326886047,7
77,67,"58-67","Secondary education (e.g. GED/GCSE)","Male",77,"NoMemory","surprise+",651.284292728949,7
77,67,"58-67","Secondary education (e.g. GED/GCSE)","Male",77,"NoMemory","surprise+_static",1932.66295522725,21
78,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",78,"Memory","full",670.648077211575,7
78,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",78,"Memory","GP",666.732298023948,7
78,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",78,"Memory","recency",613.103328770766,7
78,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",78,"Memory","surprise+",645.595284805058,7
78,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",78,"Memory","surprise+_static",1984.65289706677,21
78,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",78,"NoMemory","full",664.897026031535,7
78,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",78,"NoMemory","GP",675.687205773222,7
78,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",78,"NoMemory","recency",660.837964030924,7
78,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",78,"NoMemory","surprise+",672.882604189957,7
78,40,"38-47","Graduate degree (MA/MSc/MPhil/other)","Male",78,"NoMemory","surprise+_static",2028.97824135951,21
79,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",79,"Memory","full",628.385869320709,7
79,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",79,"Memory","GP",691.661280422302,7
79,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",79,"Memory","recency",607.147194039375,7
79,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",79,"Memory","surprise+",727.445717776554,7
79,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",79,"Memory","surprise+_static",2094.43587430673,21
79,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",79,"NoMemory","full",659.414367170134,7
79,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",79,"NoMemory","GP",713.673236484964,7
79,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",79,"NoMemory","recency",652.114609868455,7
79,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",79,"NoMemory","surprise+",743.584835377528,7
79,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",79,"NoMemory","surprise+_static",2143.79750357552,21
80,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",80,"Memory","full",371.261857807137,7
80,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",80,"Memory","GP",401.251286414593,7
80,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",80,"Memory","recency",363.342057826931,7
80,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",80,"Memory","surprise+",358.762181228984,7
80,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",80,"Memory","surprise+_static",1107.42517084456,21
80,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",80,"NoMemory","full",370.356850630637,7
80,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",80,"NoMemory","GP",369.343887149079,7
80,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",80,"NoMemory","recency",367.119907407073,7
80,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",80,"NoMemory","surprise+",349.289707830897,7
80,31,"28-37","Graduate degree (MA/MSc/MPhil/other)","Male",80,"NoMemory","surprise+_static",1168.99445940038,21
81,60,"58-67","Technical/community college","Male",81,"Memory","full",377.578021860207,7
81,60,"58-67","Technical/community college","Male",81,"Memory","GP",405.555011677154,7
81,60,"58-67","Technical/community college","Male",81,"Memory","recency",341.386406730915,7
81,60,"58-67","Technical/community college","Male",81,"Memory","surprise+",459.549936385004,7
81,60,"58-67","Technical/community college","Male",81,"Memory","surprise+_static",1248.34075769868,21
81,60,"58-67","Technical/community college","Male",81,"NoMemory","full",274.185670645755,7
81,60,"58-67","Technical/community college","Male",81,"NoMemory","GP",344.282821700869,7
81,60,"58-67","Technical/community college","Male",81,"NoMemory","recency",279.659594186527,7
81,60,"58-67","Technical/community college","Male",81,"NoMemory","surprise+",337.30202826113,7
81,60,"58-67","Technical/community college","Male",81,"NoMemory","surprise+_static",952.752371185235,21
82,52,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",82,"Memory","full",601.933897162033,7
82,52,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",82,"Memory","GP",734.402987281923,7
82,52,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",82,"Memory","recency",572.70899362911,7
82,52,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",82,"Memory","surprise+",718.557522215352,7
82,52,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",82,"Memory","surprise+_static",1994.07700345845,21
82,52,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",82,"NoMemory","full",605.400047161361,7
82,52,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",82,"NoMemory","GP",675.75074964004,7
82,52,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",82,"NoMemory","recency",608.425551952152,7
82,52,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",82,"NoMemory","surprise+",671.571153083571,7
82,52,"48-57","Graduate degree (MA/MSc/MPhil/other)","Female",82,"NoMemory","surprise+_static",1960.97002041719,21
83,58,"58-67","High school diploma/A-levels","Female",83,"Memory","full",577.543922065242,7
83,58,"58-67","High school diploma/A-levels","Female",83,"Memory","GP",639.51482452393,7
83,58,"58-67","High school diploma/A-levels","Female",83,"Memory","recency",574.305528149092,7
83,58,"58-67","High school diploma/A-levels","Female",83,"Memory","surprise+",654.29625585597,7
83,58,"58-67","High school diploma/A-levels","Female",83,"Memory","surprise+_static",1887.80475119707,21
83,58,"58-67","High school diploma/A-levels","Female",83,"NoMemory","full",647.968986500441,7
83,58,"58-67","High school diploma/A-levels","Female",83,"NoMemory","GP",673.021185402474,7
83,58,"58-67","High school diploma/A-levels","Female",83,"NoMemory","recency",637.578016588168,7
83,58,"58-67","High school diploma/A-levels","Female",83,"NoMemory","surprise+",688.153199587664,7
83,58,"58-67","High school diploma/A-levels","Female",83,"NoMemory","surprise+_static",1998.87424403854,21
84,59,"58-67","High school diploma/A-levels","Male",84,"Memory","full",570.689954619225,7
84,59,"58-67","High school diploma/A-levels","Male",84,"Memory","GP",600.188507384674,7
84,59,"58-67","High school diploma/A-levels","Male",84,"Memory","recency",607.766493141558,7
84,59,"58-67","High school diploma/A-levels","Male",84,"Memory","surprise+",606.010804578838,7
84,59,"58-67","High school diploma/A-levels","Male",84,"Memory","surprise+_static",1828.89964859259,21
84,59,"58-67","High school diploma/A-levels","Male",84,"NoMemory","full",626.079997564925,7
84,59,"58-67","High school diploma/A-levels","Male",84,"NoMemory","GP",626.406188680753,7
84,59,"58-67","High school diploma/A-levels","Male",84,"NoMemory","recency",608.456865080411,7
84,59,"58-67","High school diploma/A-levels","Male",84,"NoMemory","surprise+",645.893641363936,7
84,59,"58-67","High school diploma/A-levels","Male",84,"NoMemory","surprise+_static",1888.19891345982,21
85,21,"18-27","Secondary education (e.g. GED/GCSE)","Male",85,"Memory","full",574.269567268098,7
85,21,"18-27","Secondary education (e.g. GED/GCSE)","Male",85,"Memory","GP",607.328574446032,7
85,21,"18-27","Secondary education (e.g. GED/GCSE)","Male",85,"Memory","recency",567.397499705463,7
85,21,"18-27","Secondary education (e.g. GED/GCSE)","Male",85,"Memory","surprise+",584.444358687931,7
85,21,"18-27","Secondary education (e.g. GED/GCSE)","Male",85,"Memory","surprise+_static",1762.58907076003,21
85,21,"18-27","Secondary education (e.g. GED/GCSE)","Male",85,"NoMemory","full",502.979484135326,7
85,21,"18-27","Secondary education (e.g. GED/GCSE)","Male",85,"NoMemory","GP",496.953586227022,7
85,21,"18-27","Secondary education (e.g. GED/GCSE)","Male",85,"NoMemory","recency",511.259791087247,7
85,21,"18-27","Secondary education (e.g. GED/GCSE)","Male",85,"NoMemory","surprise+",490.23149740381,7
85,21,"18-27","Secondary education (e.g. GED/GCSE)","Male",85,"NoMemory","surprise+_static",1513.87123117855,21
86,43,"38-47","High school diploma/A-levels","Male",86,"Memory","full",632.473825004691,7
86,43,"38-47","High school diploma/A-levels","Male",86,"Memory","GP",631.075813958675,7
86,43,"38-47","High school diploma/A-levels","Male",86,"Memory","recency",603.473741962976,7
86,43,"38-47","High school diploma/A-levels","Male",86,"Memory","surprise+",624.654808206859,7
86,43,"38-47","High school diploma/A-levels","Male",86,"Memory","surprise+_static",1768.57157575817,21
86,43,"38-47","High school diploma/A-levels","Male",86,"NoMemory","full",697.606150174062,7
86,43,"38-47","High school diploma/A-levels","Male",86,"NoMemory","GP",695.441101454909,7
86,43,"38-47","High school diploma/A-levels","Male",86,"NoMemory","recency",654.848196427649,7
86,43,"38-47","High school diploma/A-levels","Male",86,"NoMemory","surprise+",735.892420530452,7
86,43,"38-47","High school diploma/A-levels","Male",86,"NoMemory","surprise+_static",2177.62143887366,21
87,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",87,"Memory","full",561.258176177509,7
87,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",87,"Memory","GP",631.444276018871,7
87,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",87,"Memory","recency",554.789707051174,7
87,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",87,"Memory","surprise+",646.395863767272,7
87,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",87,"Memory","surprise+_static",1828.06958413386,21
87,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",87,"NoMemory","full",592.812017319204,7
87,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",87,"NoMemory","GP",663.338225187103,7
87,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",87,"NoMemory","recency",573.478189142288,7
87,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",87,"NoMemory","surprise+",675.649694623313,7
87,43,"38-47","Undergraduate degree (BA/BSc/other)","Female",87,"NoMemory","surprise+_static",1910.62549117896,21
88,30,"28-37","Undergraduate degree (BA/BSc/other)","Male",88,"Memory","full",358.325825550121,7
88,30,"28-37","Undergraduate degree (BA/BSc/other)","Male",88,"Memory","GP",458.983922111978,7
88,30,"28-37","Undergraduate degree (BA/BSc/other)","Male",88,"Memory","recency",361.991380101514,7
88,30,"28-37","Undergraduate degree (BA/BSc/other)","Male",88,"Memory","surprise+",400.27653758683,7
88,30,"28-37","Undergraduate degree (BA/BSc/other)","Male",88,"Memory","surprise+_static",1145.88141531765,21
88,30,"28-37","Undergraduate degree (BA/BSc/other)","Male",88,"NoMemory","full",479.314799335998,7
88,30,"28-37","Undergraduate degree (BA/BSc/other)","Male",88,"NoMemory","GP",468.329545890508,7
88,30,"28-37","Undergraduate degree (BA/BSc/other)","Male",88,"NoMemory","recency",461.06825193737,7
88,30,"28-37","Undergraduate degree (BA/BSc/other)","Male",88,"NoMemory","surprise+",469.801321831458,7
88,30,"28-37","Undergraduate degree (BA/BSc/other)","Male",88,"NoMemory","surprise+_static",1443.22808239455,21
89,49,"48-57","Technical/community college","Female",89,"Memory","full",600.126577609455,7
89,49,"48-57","Technical/community college","Female",89,"Memory","GP",715.901485630482,7
89,49,"48-57","Technical/community college","Female",89,"Memory","recency",594.601525332792,7
89,49,"48-57","Technical/community college","Female",89,"Memory","surprise+",695.780958812476,7
89,49,"48-57","Technical/community college","Female",89,"Memory","surprise+_static",2007.39016693394,21
89,49,"48-57","Technical/community college","Female",89,"NoMemory","full",617.279332304587,7
