"UID","env","scenario","trial","x","y","z","chosen"
"77",11,1,14,2,7,-0.01,80
"78",18,2,1,9,3,-0.33,43
"78",18,2,2,6,7,0.19,84
"78",18,2,3,5,8,0.27,94
"78",18,2,4,5,9,0.27,105
"78",18,2,5,4,9,0.18,104
"78",18,2,6,4,8,0.2,93
"78",18,2,7,4,7,0.15,82
"78",18,2,8,5,7,0.17,83
"78",18,2,9,6,8,0.32,95
"78",18,2,10,6,9,0.32,106
"78",18,2,11,7,8,0.41,96
"78",18,2,12,8,8,0.5,97
"78",18,2,13,9,8,0.44,98
"78",18,2,14,6,6,-0.03,73
"79",15,1,1,5,1,0.08,17
"79",15,1,2,0,0,0.09,1
"79",15,1,3,10,1,-0.37,22
"79",15,1,4,2,2,0.02,25
"79",15,1,5,7,0,0.02,8
"79",15,1,6,7,4,-0.26,52
"79",15,1,7,4,7,0.37,82
"79",15,1,8,4,8,0.26,93
"79",15,1,9,4,6,0.25,71
"79",15,1,10,5,7,0.29,83
"79",15,1,11,3,7,0.35,81
"79",15,1,12,2,7,0.2,80
"79",15,1,13,3,8,0.19,92
"79",15,1,14,1,9,-0.08,101
"81",13,1,1,2,8,-0.03,91
"81",13,1,2,1,3,0.2,35
"81",13,1,3,2,1,0,14
"81",13,1,4,0,3,0.13,34
"81",13,1,5,3,4,0.02,48
"81",13,1,6,9,8,0.1,98
"81",13,1,7,10,1,0.28,22
"81",13,1,8,10,0,0.06,11
"81",13,1,9,9,1,0.2,21
"81",13,1,10,10,2,0.51,33
"81",13,1,11,10,3,0.44,44
"81",13,1,12,9,2,0.38,32
"81",13,1,13,9,3,0.36,43
"81",13,1,14,0,4,0.08,45
"82",2,2,1,0,2,-0.15,23
"82",2,2,2,1,2,0,24
"82",2,2,3,2,2,0.1,25
"82",2,2,4,3,2,0.24,26
"82",2,2,5,4,2,0.33,27
"82",2,2,6,5,2,0.25,28
"82",2,2,7,4,1,0.18,16
"82",2,2,8,4,3,0.36,38
"82",2,2,9,4,4,0.19,49
"82",2,2,10,3,3,0.25,37
"82",2,2,11,9,8,-0.14,98
"82",2,2,12,2,8,-0.02,91
"82",2,2,13,5,8,0.38,94
"82",2,2,14,3,1,0.11,15
"83",3,1,1,7,5,-0.44,63
"83",3,1,2,2,2,0.22,25
"83",3,1,3,1,2,0.38,24
"83",3,1,4,0,2,0.38,23
"83",3,1,5,0,3,0.47,34
"83",3,1,6,1,3,0.5,35
"83",3,1,7,1,4,0.4,46
"83",3,1,8,0,4,0.36,45
"83",3,1,9,2,3,0.36,36
"83",3,1,10,2,4,0.31,47
"83",3,1,11,0,1,0.12,12
"83",3,1,12,1,5,0.19,57
"83",3,1,13,0,5,0.16,56
"83",3,1,14,2,0,-0.29,3
"85",9,1,1,2,0,0.22,3
"85",9,1,2,3,0,0.02,4
"85",9,1,3,3,1,-0.06,15
"85",9,1,4,1,0,0.42,2
"85",9,1,5,1,1,0.37,13
"85",9,1,6,0,1,0.46,12
"85",9,1,7,0,0,0.51,1
"85",9,1,8,0,2,0.3,23
"85",9,1,9,0,3,0.2,34
"85",9,1,10,1,2,0.24,24
"85",9,1,11,2,2,-0.01,25
"85",9,1,12,8,1,0.37,20
"85",9,1,13,8,0,0.35,9
"85",9,1,14,5,6,0.12,72
"86",2,2,1,7,2,-0.02,30
"86",2,2,2,6,3,0.03,40
"86",2,2,3,6,4,-0.04,51
"86",2,2,4,4,3,0.35,38
"86",2,2,5,3,3,0.27,37
"86",2,2,6,3,2,0.24,26
"86",2,2,7,4,2,0.35,27
"86",2,2,8,3,4,0.18,48
"86",2,2,9,4,4,0.18,49
"86",2,2,10,5,4,0.1,50
"86",2,2,11,4,1,0.16,16
"86",2,2,12,3,1,0.12,15
"86",2,2,13,5,3,0.27,39
"86",2,2,14,5,2,0.27,28
"87",3,1,1,4,9,0.31,104
"87",3,1,2,4,9,0.32,104
"87",3,1,3,4,9,0.29,104
"87",3,1,4,4,9,0.31,104
"87",3,1,5,4,9,0.31,104
"87",3,1,6,4,9,0.3,104
"87",3,1,7,4,9,0.31,104
"87",3,1,8,4,9,0.3,104
"87",3,1,9,4,9,0.3,104
"87",3,1,10,4,9,0.31,104
"87",3,1,11,4,9,0.3,104
"87",3,1,12,4,9,0.31,104
"87",3,1,13,4,9,0.3,104
"87",3,1,14,4,10,0.3,115
"89",0,1,1,10,6,0.05,77
"89",0,1,2,10,7,-0.08,88
"89",0,1,3,10,5,0.14,66
"89",0,1,4,10,3,-0.21,44
"89",0,1,5,10,4,0.05,55
"89",0,1,6,9,4,0.17,54
"89",0,1,7,9,5,0.28,65
"89",0,1,8,8,5,0.44,64
"89",0,1,9,8,5,0.43,64
"89",0,1,10,8,5,0.45,64
"89",0,1,11,8,5,0.44,64
"89",0,1,12,8,5,0.44,64
"89",0,1,13,8,5,0.42,64
"89",0,1,14,7,6,0.33,74
"90",4,2,1,8,4,0.26,53
"90",4,2,2,8,5,0.06,64
"90",4,2,3,8,3,0.36,42
"90",4,2,4,7,3,0.51,41
"90",4,2,5,7,2,0.41,30
"90",4,2,6,6,3,0.41,40
"90",4,2,7,6,4,0.25,51
"90",4,2,8,6,2,0.38,29
"90",4,2,9,5,3,0.17,39
"90",4,2,10,6,1,0.27,18
"90",4,2,11,7,1,0.22,19
"90",4,2,12,7,4,0.37,52
"90",4,2,13,8,2,0.33,31
"90",4,2,14,8,6,-0.13,75
"91",17,1,1,6,1,-0.14,18
"91",17,1,2,3,6,0.27,70
"91",17,1,3,2,7,0.48,80
"91",17,1,4,2,8,0.37,91
"91",17,1,5,1,7,0.33,79
"91",17,1,6,2,7,0.5,80
"91",17,1,7,2,6,0.47,69
"91",17,1,8,2,6,0.47,69
"91",17,1,9,1,6,0.34,68
"91",17,1,10,2,6,0.47,69
"91",17,1,11,2,5,0.27,58
"91",17,1,12,2,7,0.53,80
"91",17,1,13,3,7,0.36,81
"91",17,1,14,0,5,0,56
"92",5,2,1,8,3,0.28,42
"92",5,2,2,7,4,0.17,52
"92",5,2,3,8,2,0.24,31
"92",5,2,4,9,4,0.01,54
"92",5,2,5,10,1,-0.01,22
"92",5,2,6,6,2,0.39,29
"92",5,2,7,5,2,0.33,28
"92",5,2,8,6,1,0.51,18
"92",5,2,9,6,0,0.51,7
"92",5,2,10,5,0,0.41,6
"92",5,2,11,7,0,0.47,8
"92",5,2,12,7,1,0.42,19
"92",5,2,13,8,0,0.3,9
"92",5,2,14,8,1,0.25,20
"93",6,1,1,3,3,-0.27,37
"93",6,1,2,5,3,-0.33,39
"93",6,1,3,1,3,0.03,35
"93",6,1,4,0,3,0.1,34
"93",6,1,5,0,5,0.5,56
"93",6,1,6,0,4,0.33,45
"93",6,1,7,1,5,0.17,57
"93",6,1,8,0,6,0.47,67
"93",6,1,9,1,4,0.12,46
"93",6,1,10,1,6,0.21,68
"93",6,1,11,0,7,0.27,78
"93",6,1,12,0,8,-0.02,89
"93",6,1,13,1,7,0.16,79
"93",6,1,14,0,0,-0.21,1
"94",15,2,1,7,10,0.24,118
"94",15,2,2,8,9,0.34,108
"94",15,2,3,7,9,0.26,107
"94",15,2,4,9,9,0.26,109
"94",15,2,5,9,10,0.48,120
"94",15,2,6,8,10,0.49,119
"94",15,2,7,10,10,0.28,121
"94",15,2,8,10,9,0.09,110
"94",15,2,9,9,8,0.12,98
"94",15,2,10,8,8,0.25,97
"94",15,2,11,7,8,0.23,96
"94",15,2,12,6,8,0.2,95
"94",15,2,13,6,9,0.08,106
"94",15,2,14,0,5,0.1,56
"96",12,2,1,0,9,0.09,100
"96",12,2,2,2,7,0.29,80
"96",12,2,3,3,7,0.52,81
"96",12,2,4,4,7,0.49,82
"96",12,2,5,3,8,0.4,92
"96",12,2,6,3,6,0.43,70
"96",12,2,7,4,6,0.46,71
"96",12,2,8,4,8,0.34,93
"96",12,2,9,5,6,0.31,72
"96",12,2,10,2,6,0.25,69
"96",12,2,11,2,8,0.29,91
"96",12,2,12,5,7,0.26,83
"96",12,2,13,4,9,-0.06,104
"96",12,2,14,6,7,-0.07,84
"97",16,1,1,2,1,0.25,14
"97",16,1,2,5,7,-0.19,83
"97",16,1,3,5,1,-0.13,17
"97",16,1,4,1,8,0.01,90
"97",16,1,5,1,1,0.4,13
"97",16,1,6,0,1,0.36,12
"97",16,1,7,0,0,0.5,1
"97",16,1,8,1,0,0.35,2
"97",16,1,9,0,0,0.49,1
"97",16,1,10,0,0,0.5,1
"97",16,1,11,0,2,0.15,23
"97",16,1,12,10,10,0.03,121
"97",16,1,13,10,0,-0.01,11
"97",16,1,14,7,2,-0.18,30
"99",3,1,1,6,2,0.05,29
"99",3,1,2,3,1,-0.18,15
"99",3,1,3,3,4,0.29,48
"99",3,1,4,3,5,0.2,59
"99",3,1,5,2,4,0.31,47
"99",3,1,6,1,4,0.38,46
"99",3,1,7,0,4,0.36,45
"99",3,1,8,1,5,0.19,57
"99",3,1,9,1,3,0.49,35
"99",3,1,10,1,2,0.39,24
"99",3,1,11,0,3,0.48,34
"99",3,1,12,2,3,0.35,36
"99",3,1,13,0,2,0.39,23
"99",3,1,14,10,7,-0.45,88
"100",9,2,1,3,7,-0.08,81
"100",9,2,2,6,2,0.1,29
"100",9,2,3,7,1,0.29,19
"100",9,2,4,8,1,0.36,20
"100",9,2,5,8,0,0.36,9
"100",9,2,6,9,0,0.32,10
"100",9,2,7,9,1,0.35,21
"100",9,2,8,9,1,0.35,21
"100",9,2,9,8,1,0.34,20
"100",9,2,10,8,1,0.38,20
"100",9,2,11,8,1,0.35,20
"100",9,2,12,8,1,0.38,20
"100",9,2,13,8,1,0.36,20
"100",9,2,14,10,1,0.24,22
"102",15,2,1,6,4,-0.34,51
"102",15,2,2,4,5,0.09,60
"102",15,2,3,3,6,0.32,70
"102",15,2,4,2,7,0.22,80
"102",15,2,5,3,7,0.34,81
"102",15,2,6,3,5,0.17,59
"102",15,2,7,2,6,0.24,69
"102",15,2,8,4,6,0.28,71
"102",15,2,9,4,7,0.37,82
"102",15,2,10,3,8,0.19,92
"102",15,2,11,4,8,0.27,93
"102",15,2,12,5,7,0.29,83
"102",15,2,13,5,8,0.22,94
"102",15,2,14,5,6,0.15,72
"104",19,2,1,3,6,0.19,70
"104",19,2,2,2,4,-0.08,47
"104",19,2,3,4,6,0.33,71
"104",19,2,4,4,7,0.34,82
"104",19,2,5,5,7,0.28,83
"104",19,2,6,4,5,0.21,60
"104",19,2,7,4,8,0.21,93
"104",19,2,8,3,8,0.17,92
"104",19,2,9,3,7,0.25,81
"104",19,2,10,4,6,0.35,71
"104",19,2,11,4,6,0.34,71
"104",19,2,12,4,6,0.36,71
"104",19,2,13,4,6,0.34,71
"104",19,2,14,3,3,0.04,37
"107",19,1,1,3,2,0.06,26
"107",19,1,2,6,4,0.28,51
"107",19,1,3,9,6,0.05,76
"107",19,1,4,6,2,0.23,29
"107",19,1,5,6,6,0.21,73
"107",19,1,6,4,4,0.13,49
"107",19,1,7,8,4,0.21,53
"107",19,1,8,6,3,0.28,40
"107",19,1,9,6,5,0.24,62
"107",19,1,10,5,4,0.25,50
"107",19,1,11,7,4,0.22,52
"107",19,1,12,6,4,0.25,51
"107",19,1,13,6,4,0.25,51
"107",19,1,14,7,5,0.18,63
"110",3,2,1,4,8,0.09,93
"110",3,2,2,1,1,0.11,13
"110",3,2,3,1,9,0.04,101
"110",3,2,4,9,1,0.15,21
"110",3,2,5,7,3,-0.03,41
"110",3,2,6,5,1,-0.12,17
"110",3,2,7,5,5,-0.1,61
"110",3,2,8,9,5,-0.24,65
"110",3,2,9,9,9,-0.1,109
"110",3,2,10,7,7,-0.38,85
"110",3,2,11,2,3,0.36,36
"110",3,2,12,2,4,0.31,47
"110",3,2,13,1,3,0.51,35
"110",3,2,14,3,6,0.04,70
"111",17,1,1,5,5,-0.26,61
"111",17,1,2,2,2,-0.42,25
"111",17,1,3,2,8,0.38,91
"111",17,1,4,2,9,0.11,102
"111",17,1,5,1,8,0.18,90
"111",17,1,6,2,7,0.5,80
"111",17,1,7,3,7,0.39,81
"111",17,1,8,2,6,0.46,69
"111",17,1,9,1,7,0.33,79
"111",17,1,10,2,7,0.51,80
"111",17,1,11,2,7,0.49,80
"111",17,1,12,2,7,0.52,80
"111",17,1,13,2,7,0.51,80
"111",17,1,14,5,7,-0.16,83
"112",5,2,1,1,9,-0.12,101
"112",5,2,2,3,6,0.16,70
"112",5,2,3,5,4,0.15,50
"112",5,2,4,6,2,0.42,29
"112",5,2,5,7,1,0.44,19
"112",5,2,6,7,2,0.39,30
"112",5,2,7,8,2,0.26,31
"112",5,2,8,8,1,0.23,20
"112",5,2,9,7,0,0.46,8
"112",5,2,10,6,0,0.51,7
"112",5,2,11,6,1,0.48,18
"112",5,2,12,5,0,0.43,6
"112",5,2,13,5,1,0.42,17
"112",5,2,14,0,10,0.11,111
"113",1,1,1,0,6,0.1,67
"113",1,1,2,5,1,-0.03,17
"113",1,1,3,0,1,-0.14,12
"113",1,1,4,9,2,-0.38,32
"113",1,1,5,5,9,-0.25,105
"113",1,1,6,5,4,-0.35,50
"113",1,1,7,9,8,-0.21,98
"113",1,1,8,1,8,0.5,90
"113",1,1,9,1,9,0.38,101
"113",1,1,10,1,10,0.13,112
"113",1,1,11,1,7,0.41,79
"113",1,1,12,2,7,0.31,80
"113",1,1,13,0,8,0.31,89
"113",1,1,14,7,3,-0.27,41
"114",4,2,1,9,5,-0.02,65
"114",4,2,2,9,8,-0.19,98
"114",4,2,3,4,3,-0.02,38
"114",4,2,4,3,3,-0.08,37
"114",4,2,5,3,2,-0.06,26
"114",4,2,6,4,2,0.06,27
"114",4,2,7,5,2,0.25,28
"114",4,2,8,6,2,0.38,29
"114",4,2,9,7,2,0.42,30
"114",4,2,10,7,1,0.24,19
"114",4,2,11,7,3,0.49,41
"114",4,2,12,7,4,0.39,52
"114",4,2,13,8,3,0.34,42
"114",4,2,14,9,2,0.24,32
"115",5,1,1,0,7,0.13,78
"115",5,1,2,3,7,0.12,81
"115",5,1,3,1,3,0,35
"115",5,1,4,1,10,-0.15,112
"115",5,1,5,7,9,-0.11,107
"115",5,1,6,6,1,0.49,18
"115",5,1,7,5,1,0.43,17
"115",5,1,8,5,0,0.43,6
"115",5,1,9,6,0,0.5,7
"115",5,1,10,7,0,0.45,8
"115",5,1,11,7,1,0.43,19
"115",5,1,12,7,2,0.36,30
"115",5,1,13,6,2,0.39,29
"115",5,1,14,9,0,0.15,10
"116",16,2,1,3,4,0.23,48
"116",16,2,2,3,3,0.25,37
"116",16,2,3,3,2,0.16,26
"116",16,2,4,4,3,0.07,38
"116",16,2,5,4,4,0.04,49
"116",16,2,6,2,4,0.36,47
"116",16,2,7,2,4,0.36,47
"116",16,2,8,2,3,0.39,36
"116",16,2,9,1,4,0.28,46
"116",16,2,10,1,3,0.3,35
"116",16,2,11,2,2,0.37,25
"116",16,2,12,2,1,0.24,14
"116",16,2,13,1,2,0.36,24
"116",16,2,14,2,0,0.09,3
"119",19,1,1,7,0,-0.2,8
"119",19,1,2,2,1,-0.01,14
"119",19,1,3,9,3,0.2,43
"119",19,1,4,9,4,0.27,54
"119",19,1,5,9,5,0.23,65
"119",19,1,6,10,4,0.52,55
"119",19,1,7,10,4,0.51,55
"119",19,1,8,10,4,0.49,55
"119",19,1,9,10,4,0.51,55
"119",19,1,10,10,4,0.5,55
"119",19,1,11,10,4,0.51,55
"119",19,1,12,10,4,0.51,55
"119",19,1,13,10,4,0.5,55
"119",19,1,14,9,6,0.05,76
"121",8,1,1,0,9,-0.11,100
"121",8,1,2,6,8,-0.5,95
"121",8,1,3,7,1,0.2,19
"121",8,1,4,1,1,0.32,13
"121",8,1,5,0,1,0.44,12
"121",8,1,6,0,0,0.5,1
"121",8,1,7,1,0,0.33,2
"121",8,1,8,0,2,0.28,23
"121",8,1,9,1,2,0.25,24
"121",8,1,10,2,0,0.18,3
"121",8,1,11,2,1,0.24,14
"121",8,1,12,2,2,0.18,25
"121",8,1,13,0,3,0.2,34
"121",8,1,14,1,5,0.11,57
"122",15,2,1,3,7,0.36,81
"122",15,2,2,3,6,0.31,70
"122",15,2,3,2,6,0.24,69
"122",15,2,4,2,7,0.24,80
"122",15,2,5,3,7,0.34,81
"122",15,2,6,3,8,0.19,92
"122",15,2,7,4,7,0.36,82
"122",15,2,8,4,6,0.27,71
"122",15,2,9,5,6,0.15,72
"122",15,2,10,5,7,0.31,83
"122",15,2,11,6,7,0.2,84
"122",15,2,12,1,7,0.06,79
"122",15,2,13,1,6,0.09,68
"122",15,2,14,6,10,-0.05,117
"123",9,1,1,6,2,0.12,29
"123",9,1,2,0,3,0.18,34
"123",9,1,3,0,4,0.12,45
"123",9,1,4,0,0,0.5,1
"123",9,1,5,1,0,0.44,2
"123",9,1,6,2,0,0.2,3
"123",9,1,7,0,1,0.46,12
"123",9,1,8,1,1,0.38,13
"123",9,1,9,0,2,0.34,23
"123",9,1,10,1,2,0.24,24
"123",9,1,11,2,1,0.18,14
"123",9,1,12,2,2,-0.02,25
"123",9,1,13,0,9,0.16,100
"123",9,1,14,9,0,0.31,10
"124",17,2,1,1,4,0.03,46
"124",17,2,2,10,0,0.01,11
"124",17,2,3,6,5,-0.12,62
"124",17,2,4,6,2,-0.08,29
"124",17,2,5,2,1,-0.49,14
"124",17,2,6,4,9,0.02,104
"124",17,2,7,1,8,0.18,90
"124",17,2,8,8,7,-0.13,86
"124",17,2,9,9,9,-0.11,109
"124",17,2,10,4,6,-0.03,71
"124",17,2,11,3,3,-0.33,37
"124",17,2,12,9,4,-0.18,54
"124",17,2,13,8,2,-0.02,31
"124",17,2,14,7,0,-0.11,8
"125",15,1,1,1,5,0.17,57
"125",15,1,2,2,5,0.21,58
"125",15,1,3,3,5,0.18,59
"125",15,1,4,4,5,0.05,60
"125",15,1,5,5,5,-0.08,61
"125",15,1,6,6,5,-0.13,62
"125",15,1,7,7,5,-0.12,63
"125",15,1,8,0,5,0.07,56
"125",15,1,9,0,4,0.18,45
"125",15,1,10,1,4,0.16,46
"125",15,1,11,2,4,0.13,47
"125",15,1,12,2,3,0.06,36
"125",15,1,13,1,3,0.04,35
"125",15,1,14,6,10,-0.02,117
"127",19,1,1,10,8,0.28,99
"127",19,1,2,9,8,0,98
"127",19,1,3,10,7,0.15,88
"127",19,1,4,2,1,-0.02,14
"127",19,1,5,2,9,0.01,102
"127",19,1,6,6,3,0.28,40
"127",19,1,7,7,3,0.17,41
"127",19,1,8,5,3,0.25,39
"127",19,1,9,6,4,0.26,51
"127",19,1,10,9,0,-0.41,10
"127",19,1,11,5,8,0.18,94
"127",19,1,12,2,6,0,69
"127",19,1,13,4,3,0.14,38
"127",19,1,14,1,2,-0.01,24
"129",17,1,1,7,3,-0.09,41
"129",17,1,2,4,5,-0.2,60
"129",17,1,3,1,9,0,101
"129",17,1,4,1,2,-0.42,24
"129",17,1,5,8,8,-0.21,97
"129",17,1,6,6,6,-0.12,73
"129",17,1,7,3,9,0.15,103
"129",17,1,8,2,8,0.38,91
"129",17,1,9,2,9,0.11,102
"129",17,1,10,2,7,0.5,80
"129",17,1,11,2,6,0.46,69
"129",17,1,12,2,5,0.29,58
"129",17,1,13,3,7,0.35,81
"129",17,1,14,3,6,0.29,70
"130",13,2,1,8,3,0.16,42
"130",13,2,2,8,5,0.04,64
"130",13,2,3,7,1,0.05,19
"130",13,2,4,10,1,0.25,22
"130",13,2,5,10,2,0.49,33
"130",13,2,6,10,3,0.46,44
"130",13,2,7,10,4,0.23,55
"130",13,2,8,10,5,0.18,66
"130",13,2,9,9,4,0.15,54
"130",13,2,10,10,6,0.35,77
"130",13,2,11,10,7,0.43,88
"130",13,2,12,10,8,0.31,99
"130",13,2,13,10,9,0.13,110
"130",13,2,14,8,0,0.1,9
"131",10,1,1,0,0,-0.04,1
"131",10,1,2,2,1,0.37,14
"131",10,1,3,2,2,0.29,25
"131",10,1,4,3,2,0.48,26
"131",10,1,5,3,1,0.49,15
"131",10,1,6,4,1,0.39,16
"131",10,1,7,4,2,0.41,27
"131",10,1,8,3,3,0.48,37
"131",10,1,9,3,0,0.44,4
"131",10,1,10,2,0,0.38,3
"131",10,1,11,2,3,0.32,36
"131",10,1,12,4,0,0.3,5
"131",10,1,13,4,3,0.42,38
"131",10,1,14,3,4,0.42,48
"133",1,1,1,4,2,-0.27,27
"133",1,1,2,1,9,0.39,101
"133",1,1,3,1,8,0.49,90
"133",1,1,4,1,7,0.41,79
"133",1,1,5,1,6,0.19,68
"133",1,1,6,0,7,0.24,78
"133",1,1,7,0,8,0.31,89
"133",1,1,8,0,9,0.24,100
"133",1,1,9,0,10,0.08,111
"133",1,1,10,1,10,0.14,112
"133",1,1,11,2,9,0.32,102
"133",1,1,12,2,8,0.42,91
"133",1,1,13,2,7,0.29,80
"133",1,1,14,5,5,-0.42,61
"134",16,2,1,4,4,0.06,49
"134",16,2,2,10,10,0.04,121
"134",16,2,3,0,0,0.48,1
"134",16,2,4,0,1,0.37,12
"134",16,2,5,1,0,0.34,2
"134",16,2,6,2,0,0.11,3
"134",16,2,7,2,1,0.26,14
"134",16,2,8,1,1,0.42,13
"134",16,2,9,1,2,0.38,24
"134",16,2,10,0,2,0.17,23
"134",16,2,11,1,3,0.3,35
"134",16,2,12,1,4,0.24,46
"134",16,2,13,5,8,-0.37,94
"134",16,2,14,0,8,-0.02,89
"136",6,2,1,9,3,-0.05,43
"136",6,2,2,3,7,0.33,81
"136",6,2,3,1,8,0.05,90
"136",6,2,4,2,8,0.24,91
"136",6,2,5,3,9,0.28,103
"136",6,2,6,4,8,0.46,93
"136",6,2,7,5,8,0.17,94
"136",6,2,8,5,9,-0.04,105
"136",6,2,9,4,7,0.34,82
"136",6,2,10,4,6,-0.01,71
"136",6,2,11,5,6,-0.04,72
"136",6,2,12,8,8,-0.16,97
"136",6,2,13,9,9,-0.27,109
"136",6,2,14,4,1,-0.31,16
"137",17,1,1,5,4,-0.36,50
"137",17,1,2,4,5,-0.21,60
"137",17,1,3,6,5,-0.12,62
"137",17,1,4,6,3,-0.13,40
"137",17,1,5,4,3,-0.45,38
"137",17,1,6,0,10,-0.12,111
"137",17,1,7,10,10,-0.02,121
"137",17,1,8,10,0,0.02,11
"137",17,1,9,1,0,-0.35,2
"137",17,1,10,1,1,-0.49,13
"137",17,1,11,7,6,-0.09,74
"137",17,1,12,7,9,-0.32,107
"137",17,1,13,1,5,0.21,57
"137",17,1,14,3,7,0.38,81
"138",15,2,1,0,10,-0.1,111
"138",15,2,2,7,2,-0.38,30
"138",15,2,3,1,1,-0.04,13
"138",15,2,4,5,7,0.28,83
"138",15,2,5,5,6,0.16,72
"138",15,2,6,5,9,-0.02,105
"138",15,2,7,9,8,0.1,98
"138",15,2,8,10,4,-0.24,55
"138",15,2,9,1,6,0.11,68
"138",15,2,10,3,3,0.03,37
"138",15,2,11,10,0,-0.12,11
"138",15,2,12,5,0,0.26,6
"138",15,2,13,4,1,0.25,16
"138",15,2,14,7,9,0.25,107
"139",11,1,1,8,1,0.37,20
"139",11,1,2,1,1,-0.41,13
"139",11,1,3,1,9,-0.24,101
"139",11,1,4,6,2,0.5,29
"139",11,1,5,5,1,0.37,17
"139",11,1,6,5,1,0.35,17
"139",11,1,7,6,1,0.5,18
"139",11,1,8,6,3,0.33,40
"139",11,1,9,7,2,0.44,30
"139",11,1,10,5,2,0.47,28
"139",11,1,11,4,2,0.38,27
"139",11,1,12,8,2,0.35,31
"139",11,1,13,5,2,0.49,28
"139",11,1,14,9,0,0,10
"140",3,2,1,0,1,0.14,12
"140",3,2,2,0,0,-0.06,1
"140",3,2,3,10,10,0.11,121
"140",3,2,4,9,10,0.16,120
"140",3,2,5,3,9,0.23,103
"140",3,2,6,3,8,0.09,92
"140",3,2,7,3,7,-0.01,81
"140",3,2,8,1,10,0.21,112
"140",3,2,9,2,10,0.19,113
"140",3,2,10,3,10,0.27,114
"140",3,2,11,1,9,0.04,101
"140",3,2,12,1,8,-0.05,90
"140",3,2,13,9,1,0.13,21
"140",3,2,14,4,6,-0.06,71
"141",15,1,1,1,6,0.09,68
"141",15,1,2,2,6,0.25,69
"141",15,1,3,0,6,-0.06,67
"141",15,1,4,1,7,0.05,79
"141",15,1,5,2,7,0.23,80
"141",15,1,6,3,6,0.3,70
"141",15,1,7,3,7,0.34,81
"141",15,1,8,3,8,0.19,92
"141",15,1,9,4,7,0.37,82
"141",15,1,10,4,6,0.28,71
"141",15,1,11,5,6,0.16,72
"141",15,1,12,5,7,0.3,83
"141",15,1,13,4,8,0.25,93
"141",15,1,14,3,10,-0.27,114
"142",19,2,1,9,2,-0.05,32
"142",19,2,2,8,3,0.12,42
"142",19,2,3,7,4,0.21,52
"142",19,2,4,6,5,0.25,62
"142",19,2,5,5,6,0.31,72
"142",19,2,6,4,7,0.34,82
"142",19,2,7,3,8,0.19,92
"142",19,2,8,2,9,0.01,102
"142",19,2,9,1,10,-0.06,112
"142",19,2,10,5,5,0.27,61
"142",19,2,11,6,6,0.22,73
"142",19,2,12,5,7,0.27,83
"142",19,2,13,6,7,0.11,84
"142",19,2,14,5,8,0.16,94
"143",1,1,1,6,8,-0.32,95
"143",1,1,2,10,0,-0.32,11
"143",1,1,3,1,0,-0.24,2
"143",1,1,4,0,5,-0.03,56
"143",1,1,5,1,8,0.51,90
"143",1,1,6,1,9,0.4,101
"143",1,1,7,2,8,0.42,91
"143",1,1,8,1,7,0.42,79
"143",1,1,9,1,8,0.5,90
"143",1,1,10,0,8,0.31,89
"143",1,1,11,1,8,0.5,90
"143",1,1,12,1,8,0.48,90
"143",1,1,13,1,8,0.51,90
"143",1,1,14,3,7,0,81
"144",4,2,1,9,4,0.09,54
"144",4,2,2,2,9,0.11,102
"144",4,2,3,2,2,-0.14,25
"144",4,2,4,8,9,0.03,108
"144",4,2,5,8,2,0.34,31
"144",4,2,6,8,1,0.18,20
"144",4,2,7,8,3,0.36,42
"144",4,2,8,8,4,0.26,53
"144",4,2,9,8,5,0.09,64
"144",4,2,10,7,5,0.07,63
"144",4,2,11,7,4,0.36,52
"144",4,2,12,7,3,0.52,41
"144",4,2,13,7,2,0.42,30
"144",4,2,14,0,3,-0.26,34
"145",7,1,1,0,3,0.05,34
"145",7,1,2,5,3,0,39
"145",7,1,3,10,3,0.03,44
"145",7,1,4,5,10,-0.25,116
"145",7,1,5,0,0,-0.12,1
"145",7,1,6,10,0,0.13,11
"145",7,1,7,0,10,-0.09,111
"145",7,1,8,1,3,0.27,35
"145",7,1,9,2,3,0.19,36
"145",7,1,10,2,4,0.14,47
"145",7,1,11,1,2,0.33,24
"145",7,1,12,1,1,0.21,13
"145",7,1,13,2,2,0.23,25
"145",7,1,14,1,4,0.18,46
"147",13,1,1,1,6,0,68
"147",13,1,2,9,2,0.38,32
"147",13,1,3,8,3,0.17,42
"147",13,1,4,9,3,0.35,43
"147",13,1,5,10,2,0.5,33
"147",13,1,6,10,3,0.48,44
"147",13,1,7,10,4,0.23,55
"147",13,1,8,9,4,0.16,54
"147",13,1,9,1,2,0.25,24
"147",13,1,10,2,2,0.05,25
"147",13,1,11,0,2,0.2,23
"147",13,1,12,0,1,0.37,12
"147",13,1,13,0,0,0.47,1
"147",13,1,14,1,7,0,79
"148",6,2,1,7,10,-0.19,118
"148",6,2,2,2,2,-0.04,25
"148",6,2,3,10,7,-0.44,88
"148",6,2,4,10,0,-0.22,11
"148",6,2,5,7,4,0.2,52
"148",6,2,6,4,6,-0.03,71
"148",6,2,7,5,4,-0.34,50
"148",6,2,8,7,3,0.23,41
"148",6,2,9,8,5,0.2,64
"148",6,2,10,7,2,0.16,30
"148",6,2,11,8,4,0.15,53
"148",6,2,12,8,3,0.16,42
"148",6,2,13,6,4,-0.03,51
"148",6,2,14,0,6,0.47,67
